,Fiyat,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Durumu,Tapu Durumu,Eşya Durumu,Site İçerisinde,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Banyo Sayısı,Balkon Sayısı,WC Sayısı,Sehir,Ilce,Mahalle
16007,7250000,7,3,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,250,0 (Yeni),3,Boş,Yatırıma Uygun,4,,2.0,İstanbul,Bayrampaşa,Muratpaşa Mahallesi
16008,2250000,4,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,120,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Bayrampaşa,Vatan Mahallesi
16009,6000000,4,1,Yerden Isıtma,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,120,0 (Yeni),4,Boş,Yatırıma Uygun,2,,1.0,İstanbul,Bayrampaşa,Kocatepe Mahallesi
16010,4600000,3,1,Yerden Isıtma,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,90,0 (Yeni),4,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Bayrampaşa,Kocatepe Mahallesi
16011,3900000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,110,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Bayrampaşa,İsmet Paşa Mahallesi
16012,7400000,4,-2,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,280,0 (Yeni),5,Boş,Yatırıma Uygun,2,1.0,2.0,İstanbul,Bayrampaşa,Yıldırım Mahallesi
16013,7400000,4,-1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,280,0 (Yeni),5,Boş,Yatırıma Uygun,2,1.0,2.0,İstanbul,Bayrampaşa,Yıldırım Mahallesi
16014,4100000,4,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,140,1,3,Mülk Sahibi Oturuyor,,2,,,İstanbul,Bayrampaşa,Muratpaşa Mahallesi
16015,2775000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,100,5-10,4,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Bayrampaşa,İsmet Paşa Mahallesi
16016,2800000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,100,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,3,,1.0,İstanbul,Bayrampaşa,Yenidoğan Mahallesi
16017,2450000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,85,16-20,4,Boş,,1,,,İstanbul,Bayrampaşa,Altıntepsi Mahallesi
16018,3700000,4,3,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,140,11-15,3,Boş,,1,,,İstanbul,Bayrampaşa,Kocatepe Mahallesi
16019,5350000,4,5,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,160,0 (Yeni),5,Boş,Yatırıma Uygun,2,2.0,2.0,İstanbul,Bayrampaşa,Yıldırım Mahallesi
16020,1500000,2,-1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,60,5-10,5,Mülk Sahibi Oturuyor,,1,,,İstanbul,Bayrampaşa,İsmet Paşa Mahallesi
16021,7500000,7,5,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,230,0 (Yeni),5,Boş,Yatırıma Uygun,3,2.0,3.0,İstanbul,Bayrampaşa,Kartaltepe Mahallesi
16022,2600000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,11-15,3,Kiracı Oturuyor,,1,,,İstanbul,Bayrampaşa,Cevatpaşa Mahallesi
16023,2650000,4,1,Merkezi Doğalgaz,Krediye Uygun,,,,Hayır,110,0 (Yeni),1,Boş,,1,,,İstanbul,Bayrampaşa,Muratpaşa Mahallesi
16024,3750000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,0 (Yeni),3,Boş,,1,,,İstanbul,Bayrampaşa,Vatan Mahallesi
16025,1625000,3,-1,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,85,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,2,,1.0,İstanbul,Bayrampaşa,Terazidere Mahallesi
16027,1600000,3,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,80,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Bayrampaşa,Yıldırım Mahallesi
16028,2650000,6,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,200,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,3.0,2.0,İstanbul,Bayrampaşa,Muratpaşa Mahallesi
16029,5750000,6,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,220,0 (Yeni),3,Boş,,2,,,İstanbul,Bayrampaşa,Kartaltepe Mahallesi
16030,2350000,3,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,85,0 (Yeni),3,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Bayrampaşa,Kartaltepe Mahallesi
16031,1870000,4,4,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Kat İrtifakı,Boş,Hayır,104,21 Ve Üzeri,6,Boş,,1,,1.0,İstanbul,Bayrampaşa,Orta Mahallesi
16032,2870000,3,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,110,0 (Yeni),5,Boş,,1,,,İstanbul,Bayrampaşa,Cevatpaşa Mahallesi
16033,3470000,3,2,Klimalı,Krediye Uygun,,,,Hayır,110,0 (Yeni),5,Boş,,1,,,İstanbul,Bayrampaşa,Cevatpaşa Mahallesi
16034,2870000,3,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,110,0 (Yeni),5,Boş,,1,,,İstanbul,Bayrampaşa,Cevatpaşa Mahallesi
16035,5770000,6,5,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,210,0 (Yeni),5,Boş,,2,,,İstanbul,Bayrampaşa,Cevatpaşa Mahallesi
16036,2970000,3,3,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,110,0 (Yeni),5,Boş,,1,,,İstanbul,Bayrampaşa,Cevatpaşa Mahallesi
16037,2920000,3,2,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,110,0 (Yeni),5,Boş,,1,,,İstanbul,Bayrampaşa,Cevatpaşa Mahallesi
16038,5850000,8,3,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,310,5-10,4,Kiracı Oturuyor,,3,,,İstanbul,Bayrampaşa,Kartaltepe Mahallesi
16039,5300000,5,3,Kombi Doğalgaz,Krediye Uygun,Sıfır,,,Hayır,160,0 (Yeni),3,Boş,,2,,,İstanbul,Bayrampaşa,Yıldırım Mahallesi
16040,3850000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,130,11-15,5,Mülk Sahibi Oturuyor,,2,,,İstanbul,Bayrampaşa,Kartaltepe Mahallesi
16041,1050000,3,4,Kombi Doğalgaz,,,Hisseli Tapu,,Hayır,75,16-20,4,Mülk Sahibi Oturuyor,,1,,,İstanbul,Bayrampaşa,Orta Mahallesi
16042,5650000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,140,0 (Yeni),3,Mülk Sahibi Oturuyor,,3,,,İstanbul,Bayrampaşa,Cevatpaşa Mahallesi
16043,7600000,4,10,Merkezi Doğalgaz,Krediye Uygun,,,,Hayır,110,0 (Yeni),12,Boş,,2,,3.0,İstanbul,Bayrampaşa,Kocatepe Mahallesi
16044,1875000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,60,5-10,3,Kiracı Oturuyor,Yatırıma Uygun,1,,,İstanbul,Bayrampaşa,Terazidere Mahallesi
16045,2100000,5,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,160,5-10,5,Mülk Sahibi Oturuyor,,2,,,İstanbul,Bayrampaşa,Kartaltepe Mahallesi
16046,2500000,3,-1,Kombi Doğalgaz,Krediye Uygun,Sıfır,,,Hayır,85,2,7,Mülk Sahibi Oturuyor,,1,,,İstanbul,Bayrampaşa,Muratpaşa Mahallesi
16047,4500000,4,6,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,250,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,,2,,,İstanbul,Bayrampaşa,Orta Mahallesi
16048,7000000,6,3,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,220,0 (Yeni),3,Boş,Yatırıma Uygun,2,1.0,1.0,İstanbul,Bayrampaşa,Muratpaşa Mahallesi
16050,7750000,3,2,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Eşyalı,Hayır,90,4,6,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16051,13750000,4,1,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,187,21 Ve Üzeri,4,Kiracı Oturuyor,,2,,,İstanbul,Beşiktaş,Nisbetiye Mahallesi
16052,7750000,3,2,Kombi Doğalgaz,Krediye Uygun,Sıfır,,,Hayır,90,5-10,6,Mülk Sahibi Oturuyor,,1,,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16053,14750000,2,2,Merkezi Doğalgaz,Krediye Uygun,,,,Evet,60,0 (Yeni),8,Boş,,1,,,İstanbul,Beşiktaş,Abbasağa Mahallesi
16054,3950000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,95,21 Ve Üzeri,5,Boş,,1,,,İstanbul,Beşiktaş,Cihannüma Mahallesi
16055,6500000,4,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,150,21 Ve Üzeri,5,Boş,,1,,,İstanbul,Beşiktaş,Türkali Mahallesi
16056,3750000,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,115,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Beşiktaş,Abbasağa Mahallesi
16057,16250000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,5-10,3,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Nisbetiye Mahallesi
16058,13250000,4,3,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,180,0 (Yeni),3,Boş,Yatırıma Uygun,2,1.0,2.0,İstanbul,Beşiktaş,Ulus Mahallesi
16059,3650000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,90,21 Ve Üzeri,5,Boş,,1,,,İstanbul,Beşiktaş,Türkali Mahallesi
16060,2000000,2,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,65,21 Ve Üzeri,5,Boş,,1,,,İstanbul,Beşiktaş,Türkali Mahallesi
16061,2350000,2,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,70,21 Ve Üzeri,5,Boş,,1,,,İstanbul,Beşiktaş,Türkali Mahallesi
16062,7250000,4,3,Merkezi (Pay Ölçer),Krediye Uygun Değil,,,Boş,Hayır,140,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Beşiktaş,Vişnezade Mahallesi
16063,7490000,3,2,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,21 Ve Üzeri,5,Boş,,1,,,İstanbul,Beşiktaş,Mecidiye Mahallesi
16064,9150000,4,4,Merkezi Doğalgaz,Krediye Uygun,,,,Hayır,120,21 Ve Üzeri,4,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Yıldız Mahallesi
16065,7200000,4,-1,Merkezi Doğalgaz,Krediye Uygun,İkinci El,,Eşyalı,Hayır,140,21 Ve Üzeri,4,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Vişnezade Mahallesi
16066,12000000,4,10,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,127,21 Ve Üzeri,13,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Beşiktaş,Nisbetiye Mahallesi
16067,10200000,4,4,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,140,21 Ve Üzeri,6,Boş,Yatırıma Uygun,2,,,İstanbul,Beşiktaş,Kültür Mahallesi
16068,12200000,4,6,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,220,21 Ve Üzeri,6,Kiracı Oturuyor,,2,,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16069,5975000,2,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,104,5-10,4,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Beşiktaş,Ortaköy Mahallesi
16070,12500000,4,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,140,21 Ve Üzeri,11,Kiracı Oturuyor,,1,,2.0,İstanbul,Beşiktaş,Gayrettepe Mahallesi
16071,16500000,4,1,Merkezi (Pay Ölçer),Krediye Uygun,,,,Hayır,165,21 Ve Üzeri,4,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Etiler Mahallesi
16072,16500000,4,1,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,165,21 Ve Üzeri,4,Kiracı Oturuyor,,1,2.0,,İstanbul,Beşiktaş,Etiler Mahallesi
16073,7800000,3,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,83,0 (Yeni),9,Boş,Yatırıma Uygun,1,,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16074,8150000,3,2,Yerden Isıtma,Krediye Uygun Değil,,,Eşyalı,Hayır,100,0 (Yeni),2,Boş,,1,,,İstanbul,Beşiktaş,Arnavutköy Mahallesi
16075,8500000,4,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,120,21 Ve Üzeri,6,Boş,Yatırıma Uygun,1,,,İstanbul,Beşiktaş,Vişnezade Mahallesi
16076,3075000,2,3,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,55,4,5,Boş,,1,,,İstanbul,Beşiktaş,Levent Mahallesi
16077,18950000,4,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,170,21 Ve Üzeri,5,Boş,,2,,,İstanbul,Beşiktaş,Ulus Mahallesi
16078,10000000,4,2,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Evet,120,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,1,,2.0,İstanbul,Beşiktaş,Akat Mahallesi
16079,6900000,3,3,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,Boş,Evet,110,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,1,1.0,,İstanbul,Beşiktaş,Akat Mahallesi
16080,14250000,5,6,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,170,0 (Yeni),6,Boş,,2,,,İstanbul,Beşiktaş,Türkali Mahallesi
16081,5250000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,85,21 Ve Üzeri,6,Boş,,1,,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16082,10650000,2,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,65,0 (Yeni),5,Boş,,1,,,İstanbul,Beşiktaş,Abbasağa Mahallesi
16083,12000000,3,2,Kombi Doğalgaz,Krediye Uygun,,,,Evet,140,16-20,10,Boş,,2,,,İstanbul,Beşiktaş,Levazım Mahallesi
16084,5000000,3,-2,Merkezi (Pay Ölçer),,İkinci El,,,Hayır,80,21 Ve Üzeri,6,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Balmumcu Mahallesi
16085,7000000,5,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,140,21 Ve Üzeri,5,Boş,Yatırıma Uygun,2,2.0,2.0,İstanbul,Beşiktaş,Mecidiye Mahallesi
16086,14882285,4,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,164,21 Ve Üzeri,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Beşiktaş,Ulus Mahallesi
16087,14615700,3,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,85,21 Ve Üzeri,3,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Beşiktaş,Bebek Mahallesi
16088,4500000,4,3,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,147,21 Ve Üzeri,3,Boş,Yatırıma Uygun,1,2.0,1.0,İstanbul,Beşiktaş,Muradiye Mahallesi
16089,12500000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,5-10,8,Boş,,2,1.0,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16090,4850000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,75,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Beşiktaş,Abbasağa Mahallesi
16091,7950000,3,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,85,0 (Yeni),6,Boş,Yatırıma Uygun,1,1.0,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16092,6750000,3,0,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Eşyalı,Evet,87,11-15,5,Kiracı Oturuyor,Yatırıma Uygun,2,,1.0,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16093,2250000,2,0,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,65,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Beşiktaş,Abbasağa Mahallesi
16094,10000000,3,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,85,2,6,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16095,8250000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,75,21 Ve Üzeri,2,Boş,,1,,,İstanbul,Beşiktaş,Arnavutköy Mahallesi
16096,9750000,3,0,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,,Hayır,130,5-10,8,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16097,10000000,3,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,85,2,6,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16098,5500000,2,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,60,1,7,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16099,16000000,3,4,Yerden Isıtma,Krediye Uygun,,Kat İrtifakı,Boş,Hayır,86,0 (Yeni),5,Boş,,1,,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16100,17500000,4,5,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,180,21 Ve Üzeri,6,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Nisbetiye Mahallesi
16101,8750000,4,-1,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,160,21 Ve Üzeri,5,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Levazım Mahallesi
16102,5600000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,130,16-20,3,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Ortaköy Mahallesi
16103,10500000,5,2,Merkezi (Pay Ölçer),Krediye Uygun Değil,,,Boş,Hayır,200,21 Ve Üzeri,6,Kiracı Oturuyor,,2,,,İstanbul,Beşiktaş,Gayrettepe Mahallesi
16104,7450000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,90,5-10,6,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Abbasağa Mahallesi
16105,9300000,2,-1,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,21 Ve Üzeri,5,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Bebek Mahallesi
16106,15000000,4,3,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Evet,155,21 Ve Üzeri,7,Mülk Sahibi Oturuyor,,3,,,İstanbul,Beşiktaş,Bebek Mahallesi
16107,3650000,3,3,Kombi Doğalgaz,,İkinci El,Kat İrtifakı,Boş,Hayır,80,21 Ve Üzeri,3,Kiracı Oturuyor,Yatırıma Uygun,1,,,İstanbul,Beşiktaş,Mecidiye Mahallesi
16108,16350000,4,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,150,5-10,7,Boş,,2,,,İstanbul,Beşiktaş,Vişnezade Mahallesi
16109,6500000,3,3,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,85,21 Ve Üzeri,6,Kiracı Oturuyor,,2,1.0,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16110,3000000,3,3,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,90,21 Ve Üzeri,6,Kiracı Oturuyor,Yatırıma Uygun,1,,,İstanbul,Beşiktaş,Mecidiye Mahallesi
16111,19500000,3,3,Merkezi Doğalgaz,Krediye Uygun Değil,,,Boş,Evet,130,0 (Yeni),5,Mülk Sahibi Oturuyor,,1,,,İstanbul,Beşiktaş,Etiler Mahallesi
16112,10000000,3,0,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,130,21 Ve Üzeri,5,Boş,,2,,,İstanbul,Beşiktaş,Ulus Mahallesi
16113,3300000,3,-1,Merkezi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,110,21 Ve Üzeri,5,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Vişnezade Mahallesi
16114,9350000,4,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,135,5-10,4,Boş,,2,,,İstanbul,Beşiktaş,Muradiye Mahallesi
16115,2950000,3,1,Doğalgaz Sobalı,Krediye Uygun,İkinci El,,,Hayır,75,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Beşiktaş,Vişnezade Mahallesi
16116,8000000,4,0,Kombi Doğalgaz,Krediye Uygun,,Arsa Tapulu,,Hayır,125,21 Ve Üzeri,3,Boş,,1,,,İstanbul,Beşiktaş,Ulus Mahallesi
16117,5000000,3,1,Kombi Doğalgaz,,,,,Hayır,65,21 Ve Üzeri,4,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Gayrettepe Mahallesi
16118,10000000,3,1,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,100,21 Ve Üzeri,6,Boş,,1,2.0,,İstanbul,Beşiktaş,Bebek Mahallesi
16119,16500000,3,5,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,140,21 Ve Üzeri,5,Boş,,1,1.0,,İstanbul,Beşiktaş,Yıldız Mahallesi
16120,4300000,3,1,Merkezi (Pay Ölçer),Krediye Uygun Değil,,,Boş,Hayır,95,21 Ve Üzeri,5,Boş,,1,,,İstanbul,Beşiktaş,Abbasağa Mahallesi
16121,2650000,2,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,65,21 Ve Üzeri,5,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Abbasağa Mahallesi
16122,18900000,3,1,Merkezi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,90,0 (Yeni),5,Boş,Yatırıma Uygun,2,1.0,2.0,İstanbul,Beşiktaş,Etiler Mahallesi
16123,17150000,6,5,Merkezi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,240,21 Ve Üzeri,5,Boş,Yatırıma Uygun,2,,,İstanbul,Beşiktaş,Türkali Mahallesi
16124,3650000,3,1,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,107,21 Ve Üzeri,6,Kiracı Oturuyor,Yatırıma Uygun,1,,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16125,19000000,3,3,Merkezi Doğalgaz,Krediye Uygun Değil,,Kat Mülkiyeti,Boş,Hayır,120,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,,İstanbul,Beşiktaş,Etiler Mahallesi
16126,6350000,3,3,Merkezi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,90,21 Ve Üzeri,4,Boş,Yatırıma Uygun,1,,,İstanbul,Beşiktaş,Muradiye Mahallesi
16127,13750000,5,1,Merkezi (Pay Ölçer),Krediye Uygun,,,,Hayır,170,21 Ve Üzeri,4,Kiracı Oturuyor,,2,,,İstanbul,Beşiktaş,Nisbetiye Mahallesi
16128,5200000,3,0,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,80,21 Ve Üzeri,5,Boş,Yatırıma Uygun,1,,,İstanbul,Beşiktaş,Mecidiye Mahallesi
16129,8000000,4,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,120,21 Ve Üzeri,4,Boş,Yatırıma Uygun,1,,,İstanbul,Beşiktaş,Mecidiye Mahallesi
16130,5250000,2,1,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,,Hayır,75,3,7,Kiracı Oturuyor,,2,,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16131,14950000,5,6,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,185,21 Ve Üzeri,6,Boş,Yatırıma Uygun,1,,,İstanbul,Beşiktaş,Muradiye Mahallesi
16132,9100000,3,7,Merkezi Doğalgaz,Krediye Uygun,,,,Hayır,92,21 Ve Üzeri,8,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,,İstanbul,Beşiktaş,Cihannüma Mahallesi
16133,3850000,2,4,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,44,5-10,6,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Abbasağa Mahallesi
16134,4100000,2,1,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,65,3,7,Boş,,1,,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16135,3500000,3,6,Kombi Doğalgaz,Krediye Uygun Değil,,Kat Mülkiyeti,,Hayır,70,16-20,6,Boş,,1,,,İstanbul,Beşiktaş,Ortaköy Mahallesi
16136,9750000,3,0,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,Boş,Hayır,120,21 Ve Üzeri,7,Kiracı Oturuyor,,1,,,İstanbul,Beşiktaş,Dikilitaş Mahallesi
16137,4980000,3,3,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,90,16-20,5,Kiracı Oturuyor,,1,2.0,,İstanbul,Beşiktaş,Ulus Mahallesi
16138,15900000,3,5,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,200,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,1,,,İstanbul,Beşiktaş,Mecidiye Mahallesi
